"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Menlo College","1000 El Camino Real, Atherton, California 94027-4301","www.menlo.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","775","775","59%","NA","Fall 2012","$26,699","-","118693","00123600"
"Metropolitan State University of Denver","Speer Blvd and Colfax Ave, Denver, Colorado 80217-3362","www.msudenver.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","20192","19437","28%","30%","Fall 2012","$15,248","-","127565","00136000"
"Middlebury Institute of International Studies at Monterey","460 Pierce Street, Monterey, California 93940","www.middlebury.edu/institute/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","No","670","5","NA","NA","Fall 2012","NA","-","119058","00369110"
"Midwestern University-Glendale","19555 N 59th Ave, Glendale, Arizona 85308","www.midwestern.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","3823","","NA","NA","Fall 2012","NA","-","423643","00165701"
"Miles College","5500 Myron Massey Blvd, Fairfield, Alabama 35064-2621","www.miles.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1550","1550","24%","NA","Fall 2012","$15,246","-","101675","00102800"
"Mills College","5000 MacArthur Blvd, Oakland, California 94613","https://www.mills.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","1257","768","74%","NA","Fall 2012","$24,900","-","118888","00123800"
"Minerva Schools at Keck Graduate Institute","535 Watson Drive, Claremont, California 91711","https://www.minerva.kgi.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","","","NA","NA","Fall 2012","NA","-","484844",""
"MiraCosta College","One Barnard Drive, Oceanside, California 92056-3899","www.miracosta.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","13720","13720","30%","15%","Fall 2012","$5,524","-","118912","00123900"
"MiraCosta College - San Elijo Campus","3333 Manchester Avenue, Cardiff, California 92007-1516","miracosta.edu","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2012","NA","-","11891201","00123901"
"Mitchell College","437 Pequot Avenue, New London, Connecticut 06320","www.mitchell.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","City: Small","Yes","665","665","45%","43%","Fall 2012","$28,002","-","129774","00139300"
"Modesto Junior College","435 College Ave, Modesto, California 95350-5800","www.mjc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","17908","17908","22%","15%","Fall 2012","$9,586","-","118976","00124000"
"Montessori Education Center of the Rockies","4745 Walnut Street, Boulder, Colorado 80301","www.mecr.edu","4-year, Private not-for-profit","One but less than two years certificate|Postbaccalaureate certificate","City: Midsize","No","63","17","100%","NA","Fall 2012","$13,327","Montessori Teacher Education","127954","03306300"
"Mount Saint Mary's University","12001 Chalon Rd, Los Angeles, California 90049-1599","https://www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","2965","2356","64%","30%","Fall 2012","$29,563","-","119173","00124300"
"Mount Saint Mary's University - Doheny Campus","10 Chester Place, Los Angeles, California 90007","www.msmu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","","","NA","NA","Fall 2012","NA","-","11917301","00124301"
"Naropa University","2130 Arapahoe Ave, Boulder, Colorado 80302-6697","www.naropa.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","City: Midsize","Yes","953","419","42%","25%","Fall 2012","$25,220","-","127653","02117500"
"National University","11255 North Torrey Pines Road, La Jolla, California 92037-1011","www.nu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","No","16930","7735","36%","20%","Fall 2012","NA","-","119605","01146000"
"Naval Postgraduate School","1 University Circle, Monterey, California 93943","https://www.nps.edu","4-year, Public","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Midsize","No","2737","","NA","NA","Fall 2012","NA","-","119678","00131000"
"Nazarene Bible College","1111 Academy Park Loop, Colorado Springs, Colorado 80910","www.nbc.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","731","731","0%","100%","Fall 2012","NA","-","127714","01300700"
"Northern Arizona University","1900 S Knoles Dr, Babbitt Administrative Center, Room 200, Flagstaff, Arizona 86011-4092","https://nau.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","31066","27072","52%","NA","Fall 2012","$14,882","-","105330","00108200"
"Notre Dame de Namur University","1500 Ralston Ave, Belmont, California 94002-1908","www.ndnu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1492","871","49%","43%","Fall 2012","$26,913","-","120184","00117900"
"Oakwood University","7000 Adventist Blvd NW, Huntsville, Alabama 35896","https://www2.oakwood.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","1636","1581","48%","12%","Fall 2012","$25,938","-","101912","00103300"
"Occidental College","1600 Campus Rd, Los Angeles, California 90041-3392","https://www.oxy.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1930","1930","85%","11%","Fall 2012","$37,173","-","120254","00124900"
"Oikos University","7850 Edgewater Drive, Oakland, California 94621-2041","www.oikos.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","No","86","62","NA","NA","Fall 2012","NA","-","491491","04238300"
"Otis College of Art and Design","9045 Lincoln Blvd, Los Angeles, California 90045-3505","www.otis.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1144","1086","57%","NA","Fall 2012","$44,855","-","120403","00125100"
"Ottawa University-Phoenix","9414 North 25th Avenue, Phoenix, Arizona 85021","www.ottawa.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","City: Large","No","809","344","NA","NA","Fall 2012","NA","-","105367","00193701"
"Ottawa University-Surprise","15950 N. Civic Center Plaza, Surprise, Arizona 85374","www.ottawa.edu/ouaz/home/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Large","Yes","655","598","NA","NA","Fall 2012","$27,064","-","464226","00193722"
"Ouachita Baptist University","410 Ouachita St, Arkadelphia, Arkansas 71998-0001","www.obu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Town: Distant","Yes","1660","1660","64%","NA","Fall 2012","$18,679","-","107512","00110200"
"Pacific Oaks College","55 Eureka Street, Pasadena, California 91103","www.pacificoaks.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","No","1111","476","NA","NA","Fall 2012","NA","-","120768","00125500"
"Pacific School of Religion","1798 Scenic Ave, Berkeley, California 94709","www.psr.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Midsize","Yes","95","","NA","NA","Fall 2012","NA","-","120795","00125600"
"Pacific States University","3424 Wilshire Blvd. 12th floor, Los Angeles, California 90010-2263","www.psuca.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","No","62","6","14%","57%","Fall 2012","NA","-","120838","03163300"
"Pacific Union College","One Angwin Ave, Angwin, California 94508-9707","www.puc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","1062","1058","55%","29%","Fall 2012","$23,005","-","120865","00125800"
"Palo Alto University","1791 Arastradero Rd, Palo Alto, California 94304-1337","www.paloaltou.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - professional practice","Rural: Fringe","No","1071","102","NA","NA","Fall 2012","NA","-","120698","02138300"
"Pardee RAND Graduate School","1776 Main St, Santa Monica, California 90401-3208","www.prgs.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Small","No","110","","NA","NA","Fall 2012","NA","-","121628","01044100"
"Pepperdine University","24255 Pacific Coast Hwy, Malibu, California 90263","www.pepperdine.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","7961","3627","83%","NA","Fall 2012","$40,941","-","121150","01014900"
"Philander Smith College","900 W. Daisy Bates Drive, Little Rock, Arkansas 72202-3799","https://www.philander.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","1000","1000","41%","NA","Fall 2012","$13,694","-","107600","00110300"
"Phoenix Seminary","7901 E. Shea Blvd., Scottsdale, Arizona 85260","www.ps.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","No","250","","NA","NA","Fall 2012","NA","-","381459","03478400"
"Pikes Peak Community College","5675 S Academy Blvd, Colorado Springs, Colorado 80906-5498","www.ppcc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","13204","13204","18%","20%","Fall 2012","$8,858","-","127820","00889600"
"Pitzer College","1050 North Mills Avenue, Claremont, California 91711-6101","https://www.pitzer.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1072","1072","84%","NA","Fall 2012","$30,013","-","121257","00117200"
"Point Loma Nazarene University","3900 Lomaland Dr, San Diego, California 92106-2899","www.pointloma.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","4592","3135","77%","20%","Fall 2012","$31,933","-","121309","00126200"
"Pomona College","550 N College Ave, Claremont, California 91711-6319","www.pomona.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","1573","1573","94%","NA","Fall 2012","$16,988","-","121345","00117300"
"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","487 Michigan Ave, NE, Washington, District of Columbia 20017-1585","www.dhs.edu/","4-year, Private not-for-profit","Master's degree","City: Large","No","95","","NA","NA","Fall 2012","NA","-","131405","01280300"
"Pontifical John Paul II Institute for Studies on Marriage and Family","620 Michigan Ave NE - McGivney Hall, Washington, District of Columbia 20064","www.johnpaulii.edu","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","70","","NA","NA","Fall 2012","NA","-","455813","04142700"
"Presbyterian Theological Seminary in America","15605 Carmenita Road, Santa Fe Springs, California 90670-5647","ptsa.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","Suburb: Large","No","196","48","75%","25%","Fall 2012","NA","-","490045","04122800"
"Prescott College","220 Grove Ave, Prescott, Arizona 86301","www.prescott.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","827","456","39%","41%","Fall 2012","$22,968","-","105589","02065300"
"Presidio Graduate School","1202 Ralston Ave #300, San Francisco, California 94129-1749","www.presidio.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Large","Yes","120","","NA","NA","Fall 2012","NA","-","486433","04235500"
